"alt","comments","facebookUrl","images/0/thumb","images/1/thumb","images/2/thumb","isVideo","likes","link","pageId","postId","shares","text","thumb","time","timestamp","topLevelUrl","translatedText","url"
,"68","https://pt-br.facebook.com/Localiza/","https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png",,,,"215","https://www.facebook.com/Localiza/photos/a.615325211841801/4335441439830141/?type=3","543362459038077","4335448099829475","3","Amanhã é dia de ir #NoCaminhoDaMúsicaBrasileira com Rael, lá no nosso YouTube. E a gente quer saber: qual música não pode faltar nessa live maravilhosa? Fala pra gente aqui nos comentários, e lembra de passar aqui https://bit.ly/LiveRael pra ativar o sininho e não perder esse show perfeito, que vai rolar amanhã, às 20h, lá no canal!!! Até lá! <3 #Rael","https://scontent-jnb1-1.xx.fbcdn.net/v/t1.6435-9/110734994_4335441446496807_5459232754823207837_n.jpg?stp=dst-jpg_p403x403&_nc_cat=108&ccb=1-7&_nc_sid=8024bb&_nc_ohc=FsbL5kHFSPwAX_F3W4c&_nc_ht=scontent-jnb1-1.xx&oh=00_AfA5nA4Cfzj98ciGuExC8djJeyP2F5WWPXPrBV7Fkg1tCg&oe=63DD656B","Wednesday, 22 July 2020 at 08:04","1595430277000","https://www.facebook.com/543362459038077/posts/4335448099829475",,"https://www.facebook.com/Localiza/posts/pfbid02eHSHw81KR4rUJUoNEFeTR97mbAzjqoWouSAZrvbUGb3Q3KFEbktqzo7ephBcZhtLl"
,,"https://pt-br.facebook.com/Localiza/",,,,,"52","https://www.facebook.com/Localiza/photos/a.615325211841801/4334150686625883/?type=3","543362459038077","4334180133289605","2","Nessa semana vamos ter a presença de Rael em nossa live do #NoCaminhoDaMúsicaBrasileira. A gente já está contando os dias! VEM, QUINTA! 😍 Já marca na sua agenda e deixa tudo pronto pra curtir com a gente, dia 23 de julho, às 20h, no nosso canal do YouTube!!! Passa aqui https://bit.ly/LiveRael e ativa o sininho para não perder essa live linda. 💚 #Rael","https://scontent-jnb1-1.xx.fbcdn.net/v/t1.6435-9/113595075_4334150693292549_8312900424942724201_n.jpg?stp=dst-jpg_p403x403&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&_nc_ohc=04o-g0ybPk8AX8Ju-8Y&_nc_oc=AQlHr4fNwyULQeTwrapsIrHXV_WTsyhIJ9cklrmzKqdJZcfT6CSZbODH4VJa4DeyaZE&_nc_ht=scontent-jnb1-1.xx&oh=00_AfBivcQAZJRYMBGJmry3-rwzrffCNWI2KDG-2Wix2TKtKw&oe=63DD3E61","Tuesday, 21 July 2020 at 08:02","1595343731000","https://www.facebook.com/543362459038077/posts/4334180133289605",,"https://www.facebook.com/Localiza/posts/pfbid02eed9dg4hMt7T28ai1yfTw827dDc4gTfA8AcRV9U8GJgZtqFDtpsQUAeiM3UjvxFxl"
"No photo description available.","11","https://pt-br.facebook.com/Localiza/",,,,,"264",,"543362459038077","4329464257094526","5","Hoje é dia de comemorar com aqueles que a gente escolhe para viver junto todos os caminhos da vida: nossos amigos. 💚 E é claro que em todo grupo tem vários tipos de amigos. Mas nós queremos saber qual desses é você na sua roda de amigos? Marque também seus amigos para mostrar o quanto eles são especiais. #DiaDoAmigo #LocalizaHertz","https://scontent-jnb1-1.xx.fbcdn.net/v/t1.6435-9/110167961_4329462387094713_112614293387225376_n.jpg?stp=dst-jpg_s370x247&_nc_cat=109&ccb=1-7&_nc_sid=8024bb&_nc_ohc=-X3c33zP0PkAX8yM9FV&_nc_oc=AQmtKAW9X9sDwDTyH4V-i2FqUDe-a-JQpb4LTI0PAtgA64Ibr-hW4b9QEscW7JJZnio&_nc_ht=scontent-jnb1-1.xx&oh=00_AfBBJ9710wpzy_jtuyZso3PXvknAl0wI9IslVdoWMPtdmg&oe=63DD54A5","Monday, 20 July 2020 at 08:33","1595259226000","https://www.facebook.com/543362459038077/posts/4329464257094526",,"https://www.facebook.com/Localiza/posts/pfbid02Di2VZuCtLZyVfWBqg2vMXkLRBNZ3cjU1yaPHwkmqo3AUj1n6azVYARiDCKYhmzF4l"
,"8","https://pt-br.facebook.com/Localiza/","https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png",,,,"75","https://www.facebook.com/Localiza/photos/a.615325211841801/4305402796167339/?type=3","543362459038077","4305403282833957","4","Hoje é dia de live #NoCaminhoDaMúsicaBrasileira, agora com Agnes Nunes representando os artistas que nos inspiram todos os dias. <3 Anota na agenda e já ativa o sininho, caso ainda não tenha ativado, porque hoje, às 20h, tem show lá no nosso canal do YouTube! Corre aqui https://bit.ly/Live-Agnes para não perder a live!","https://scontent-jnb1-1.xx.fbcdn.net/v/t1.6435-9/109320133_4305402799500672_5824297021655418991_n.jpg?stp=dst-jpg_p403x403&_nc_cat=111&ccb=1-7&_nc_sid=8024bb&_nc_ohc=JzCHtBVMVrkAX9Uh3Xu&_nc_ht=scontent-jnb1-1.xx&oh=00_AfD8hPWwC3Iv4Y1a2TXioD9vBHLGAxdsZ46yr4jJRMVgFA&oe=63DD422D","Thursday, 16 July 2020 at 08:00","1594911603000","https://www.facebook.com/543362459038077/posts/4305403282833957",,"https://www.facebook.com/Localiza/posts/pfbid0YC2x5kDtUvsZUgeg6ud41pE2zAFxJZncAKX61QmouvjZVuUnDS1UBgEjj4L21a3Yl"
,"24","https://pt-br.facebook.com/Localiza/",,,,,"194","https://www.facebook.com/Localiza/photos/a.615325211841801/4305335032840782/?type=3","543362459038077","4305336096174009","3","Falta pouco pra gente curtir o show da Agnes Nunes lá no nosso canal do YouTube, mas a pergunta que não quer calar é: qual música não pode faltar nessa live? Conta pra gente aqui nos comentários! E não esquece de correr aqui https://bit.ly/Live-Agnes e ativar o sininho para não perder a Live! Nos vemos amanhã, às 20h. #NoCaminhoDaMúsicaBrasileira #AgnesNunes","https://scontent-jnb1-1.xx.fbcdn.net/v/t1.6435-9/109948940_4305335036174115_6846849155837898403_n.jpg?stp=dst-jpg_p403x403&_nc_cat=109&ccb=1-7&_nc_sid=8024bb&_nc_ohc=K25ysbwUDngAX8m5MdS&_nc_ht=scontent-jnb1-1.xx&oh=00_AfBdjbuh32Z9TrwEGRAeo7DG5esChhqQVLOqmUZc06HhtA&oe=63DD50CC","Wednesday, 15 July 2020 at 08:00","1594825201000","https://www.facebook.com/543362459038077/posts/4305336096174009",,"https://www.facebook.com/Localiza/posts/pfbid024f44RgCFfP2nQMt4nfVV2wKe5wfei2ujodEpXg9uenUEZhVfcGF5cuM66gGnAeFHl"
,"91","https://pt-br.facebook.com/Localiza/",,,,,"2600","https://www.facebook.com/Localiza/photos/a.615325211841801/4302151486492470/?type=3","543362459038077","4302153216492297","161","A nossa última live foi incrível, e o show tem que continuar! Por isso, nessa quinta temos mais um artista #NoCaminhoDaMúsicaBrasileira. A convidada da semana é Agnes Nunes. Quem tá preparado pra curtir no dia 16 de julho, a partir das 20h? Corre aqui https://bit.ly/Live-Agnes e já ativa o sininho para não perder essa live. #AgnesNunes","https://scontent.ftpa1-2.fna.fbcdn.net/v/t1.6435-9/109750634_4302151489825803_2561872500738802457_n.jpg?stp=dst-jpg_p403x403&_nc_cat=100&ccb=1-7&_nc_sid=8024bb&_nc_ohc=2bo1Rt5XrpsAX95FbYX&_nc_ht=scontent.ftpa1-2.fna&oh=00_AfB1EoDb7TRIlkaAzdEyuPAknAo3ut82KXY2LR0eFLrN6w&oe=63DD38C1","Tuesday, July 14, 2020 at 2:58 PM","1594763934000","https://www.facebook.com/543362459038077/posts/4302153216492297",,"https://www.facebook.com/Localiza/posts/pfbid02PdEgEb2wu65DariUFp9SeB2P3fxZGiykQn3jTHzPfo59bdJQedM8oFvAy9xzSfzpl"
"No photo description available.",,"https://pt-br.facebook.com/Localiza/",,,,,"51","https://www.facebook.com/Localiza/photos/a.615314801842842/4301360749904877/?type=3","543362459038077","4301361009904851","3","","https://scontent.ftpa1-2.fna.fbcdn.net/v/t1.6435-9/107639857_4301360753238210_4719275066516520029_n.jpg?stp=dst-jpg_p280x280&_nc_cat=106&ccb=1-7&_nc_sid=dd9801&_nc_ohc=bXRwBhm7pJIAX_jyBA9&_nc_oc=AQlw_TXiGgpGLO5Q8KGeHwEAYavHqqENNRSxRYs_PPviFelZbO-2qQgvFAdPJaR25SU&_nc_ht=scontent.ftpa1-2.fna&oh=00_AfBoiu_u5vxJusz4TyA8mGXNebiJwkAmXU2UU6d_Td0zAA&oe=63DD4DE7","Tuesday, July 14, 2020 at 11:24 AM","1594751073000","https://www.facebook.com/543362459038077/posts/4301361009904851",,"https://www.facebook.com/Localiza/posts/4301361009904851"
,"77","https://pt-br.facebook.com/Localiza/","https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png",,,"true","1200",,"543362459038077","4278352695539016","108","É hojeee!!! Chegou o dia de irmos #NoCaminhoDaMúsicaBrasileira com Vanessa da Mata e aproveitarmos um desconto especial! Quem aqui já não tá contando as horas? A gente tá! Não esqueça: às 20h, no nosso canal do YouTube! Acesse o https://youtu.be/IP5o2Tg8jeU e já ativa o lembrete para não perder nada dessa live linda! Te esperamos lá! <3","https://scontent.ftpa1-2.fna.fbcdn.net/v/t15.5256-10/107450738_783234132420648_5156582888300033000_n.jpg?stp=dst-jpg_p403x403&_nc_cat=104&ccb=1-7&_nc_sid=08861d&_nc_ohc=IDwzNBg5RlIAX-gB6Dw&_nc_ht=scontent.ftpa1-2.fna&oh=00_AfDodiMnoa6BWQ-mZqlYb85_5pXw_nc1GrKSa4nZfiSzlg&oe=63B9E3FB","Thursday, July 9, 2020 at 11:25 AM","1594319156000","https://www.facebook.com/543362459038077/posts/4278352695539016",,"https://www.facebook.com/Localiza/posts/pfbid02gLataERSGZhARdnFy5GAmyZNzudUw3UVD8oGLsoDDeB7sfJgvoGdEzmhec58CLxDl"
,"29","https://pt-br.facebook.com/Localiza/",,,,"true","272",,"543362459038077","4272917602749192","14","“Se você quiser, eu vou te dar um amor desses de cinema”  Só de lembrar um pedacinho dessa música da Vanessa da Mata, dá vontade de sair cantando pela casa, não é mesmo? Conta pra gente: quais as músicas dela que não podem faltar na nossa live? Chega logo, 9 de julho! Já se inscreveu no nosso canal do YouTube?  Então, acesse o link para ficar por dentro de todas as novidades e vem curtir a live com a gente https://bit.ly/YoutubeLocalizaHertz 😉  #NoCaminhoDaMúsicaBrasileira","https://scontent.ftpa1-2.fna.fbcdn.net/v/t15.13418-10/106782447_209263173655811_8874012175741708765_n.jpg?stp=dst-jpg_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=08861d&_nc_ohc=-rHwFHhF4vYAX9p3GuY&_nc_ht=scontent.ftpa1-2.fna&oh=00_AfAbGTEglM0LdKqRR-vWxF1gLB_k7ODCy9x3m2VclSEWgQ&oe=63BBBD8B","Wednesday, July 8, 2020 at 8:00 AM","1594220402000","https://www.facebook.com/543362459038077/posts/4272917602749192",,"https://www.facebook.com/Localiza/posts/pfbid02qyJb15eRonw4Cw6UcxzSxJVMJBzRNWhoEGTES4kAGm2Pgzbv8LVq67DH7swjBqTYl"
"No photo description available.","1","https://pt-br.facebook.com/Localiza/",,,,,"67","https://www.facebook.com/Localiza/photos/a.615314801842842/4268730339834585/?type=3","543362459038077","4268730776501208","2","","https://scontent.ftpa1-2.fna.fbcdn.net/v/t1.6435-9/83471169_4268730343167918_2555091742214528292_n.jpg?stp=dst-jpg_p280x280&_nc_cat=100&ccb=1-7&_nc_sid=dd9801&_nc_ohc=uTbEuutEKxcAX_llq0o&_nc_ht=scontent.ftpa1-2.fna&oh=00_AfAqoNfIA5dPrvHjVsoc-zgicDANyL1r79ztoHVxqkOUUw&oe=63DD5B7F","Tuesday, July 7, 2020 at 10:30 AM","1594143036000","https://www.facebook.com/543362459038077/posts/4268730776501208",,"https://www.facebook.com/Localiza/posts/4268730776501208"
,"7","https://pt-br.facebook.com/Localiza/",,,,"true","241",,"543362459038077","4268646276509658","14","Para começar o nosso projeto #NoCaminhodaMúsicaBrasileira, convidamos Vanessa da Mata para nos inspirar com seus sucessos, que, com certeza, vão animar a nossa casa na próxima quinta-feira, dia 9 de julho, às 20h. ▶️ 🔴 Estamos guardando algumas surpresas para a live. Então, se eu fosse você, não a perderia de jeito nenhum! 🤐 Corre aqui https://bit.ly/YoutubeLocalizaHertz  e já se inscreve no nosso canal do YouTube para assistir juntinho com a gente!","https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/106412183_905160606650066_3636859826452997445_n.jpg?stp=dst-jpg_p403x403&_nc_cat=101&ccb=1-7&_nc_sid=08861d&_nc_ohc=rcShGOry5zYAX9GJZOb&_nc_ht=scontent-lga3-2.xx&oh=00_AfCtzL2lDE8DNdPzCTAXGQAYHJ75hqcm_eFR7UyoLm2s3w&oe=63BA5AE9","Tuesday, July 7, 2020 at 10:05 AM","1594141548000","https://www.facebook.com/543362459038077/posts/4268646276509658",,"https://www.facebook.com/Localiza/posts/pfbid02bQg1ptAZdhsvd8nAxSgZw36eHaXZ2NPRh22C9J5JcUFPRCKB3fWqk29dPH7h5wUul"
,"59","https://pt-br.facebook.com/Localiza/",,,,"true","1300",,"543362459038077","4264912120216407","146","Vamos trilhar novos caminhos em diversos ritmos? Vem aí o #NoCaminhoDaMúsicaBrasileira, um festival com várias lives de artistas que vai rolar no nosso canal do YouTube. Corre lá pra saber mais sobre esse hino de line-up, que representa tanto a nossa cultura. Acesse o link e já se inscreve no nosso canal para ficar por dentro. Aproveite também e ative o sininho para receber todas as novidades: https://bit.ly/YoutubeLocalizaHertz  #LocalizaHertz #Live #Shows","https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/106573858_364572721195849_8804208254438318930_n.jpg?stp=dst-jpg_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=08861d&_nc_ohc=oVCsD_AIPdEAX-5kT9K&_nc_ht=scontent-lga3-2.xx&oh=00_AfBqbx1er5U8PfmQNglr-GwN_s3n9iBfv_QfTuVEz5mByw&oe=63BBA3A4","Monday, July 6, 2020 at 4:14 PM","1594077272000","https://www.facebook.com/543362459038077/posts/4264912120216407",,"https://www.facebook.com/Localiza/posts/pfbid02RjDwPjS73pRN96m3ixwzaLp5NJuspHFdfFcrAY8ungX8iL8T5TtvEdL4sJTNTPBol"
"No photo description available.",,"https://pt-br.facebook.com/Localiza/",,,,,"70","https://www.facebook.com/Localiza/photos/a.615314801842842/4264796250227994/?type=3","543362459038077","4264904593550493","5","","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-9/106474260_4264796253561327_813531283362894603_n.jpg?stp=dst-jpg_p280x280&_nc_cat=108&ccb=1-7&_nc_sid=dd9801&_nc_ohc=8A7e0PvpYfAAX-cXHmP&_nc_ht=scontent-lga3-2.xx&oh=00_AfB_EOnJYvpxTzlj39Ow0vFHFF1kJLyyorxzULGIvGxoZg&oe=63DD38ED","Monday, July 6, 2020 at 4:11 PM","1594077095000","https://www.facebook.com/543362459038077/posts/4264904593550493",,"https://www.facebook.com/Localiza/posts/4264904593550493"
,"13","https://pt-br.facebook.com/Localiza/",,,,,"589","https://www.facebook.com/Localiza/photos/a.615314375176218/4264902960217323/?type=3","543362459038077","4264903546883931","15","","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-9/106594657_4264902963550656_3075227730663081027_n.jpg?stp=dst-jpg_p370x247&_nc_cat=107&ccb=1-7&_nc_sid=7aed08&_nc_ohc=1y4dO1ccjoEAX9PW0KA&_nc_ht=scontent-lga3-2.xx&oh=00_AfBueq0n5kGlNZlJqY35svW-IudoDGA7_PHkb-F6seyW8A&oe=63DD4473","Monday, July 6, 2020 at 4:11 PM","1594077062000","https://www.facebook.com/543362459038077/posts/4264903546883931",,"https://www.facebook.com/Localiza/posts/4264903546883931:0"
,"174","https://pt-br.facebook.com/Localiza/",,,,,"1200","https://www.facebook.com/Localiza/photos/a.615314375176218/3773602516014039/?type=3","543362459038077","4230790440295242","16","","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-9/87898006_3773602522680705_2344600858517307392_n.png?stp=dst-png_p370x247&_nc_cat=111&ccb=1-7&_nc_sid=7aed08&_nc_ohc=8SZUV2TN5pcAX_caZhV&_nc_ht=scontent-lga3-2.xx&oh=00_AfAt5eTYgWI6J4pWe53__X2qTJQLrmpm5p6fp2AOknnodQ&oe=63DD3E4E","Monday, June 29, 2020 at 1:52 PM","1593463940000","https://www.facebook.com/543362459038077/posts/4230790440295242",,"https://www.facebook.com/Localiza/posts/4230790440295242:1"
,"22","https://pt-br.facebook.com/Localiza/","https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png",,,,"226","https://www.facebook.com/Localiza/photos/a.615325211841801/4216222548418698/?type=3","543362459038077","4216222821752004","7","Hoje a #Gastrotrip nos levou até o Centro-Oeste para aprender a fazer um caribéu delicioso, com a @chefraquelnovais, semifinalista do MasterChef 2016. <3 Se eu fosse você, já ia correndo ao IGTV, no Instagram da @localizahertz, pra saber como fazer esse cozido de carne de sol com mandioca. E não esquece de compartilhar com a gente uma foto da sua receita prontinha. #PróximasHistórias","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-9/105682641_4216222551752031_5609572202790977200_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=8024bb&_nc_ohc=3PWgSyCD1oYAX-g0yWC&_nc_ht=scontent-lga3-2.xx&oh=00_AfDa_0VEqy_N5pr-UCm65qqn0qTYk4t_PcAf_CLLnN7ERQ&oe=63DD4E84","Friday, June 26, 2020 at 9:59 AM","1593190789000","https://www.facebook.com/543362459038077/posts/4216222821752004",,"https://www.facebook.com/Localiza/posts/pfbid02vG5s2kw2dYsUKBMzxqiE4CvouWUjqN83eFWL3cH8wAGT3rEwque2EMAiTF5XZJksl"
,"14","https://pt-br.facebook.com/Localiza/",,,,"true","497",,"543362459038077","4212235802150706","34","E nessa #Gastrotrip vamos direto para o Centro-Oeste, até Mato Grosso do Sul, conhecer o caribéu com a Raquel Novais - MasterChef Brasil 3 - semifinalista do Masterchef 2016. Fica de olho no nosso Instagram, que vamos publicar essa receita especial no IGTV, dia 26/06. Não esquece de tirar aquela foto do resultado e marcar a gente por lá, viu? #PróximasHistórias","https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/105509050_701538333999977_7806725090119220297_n.jpg?stp=dst-jpg_p403x403&_nc_cat=111&ccb=1-7&_nc_sid=08861d&_nc_ohc=tC_hofWqIewAX8mcAUB&_nc_ht=scontent-lga3-2.xx&oh=00_AfBdIxBRD70RyVO1YAf4vjp9rcyMxodtZRv9ugUOQYLDdg&oe=63BAD57B","Thursday, June 25, 2020 at 2:00 PM","1593118800000","https://www.facebook.com/543362459038077/posts/4212235802150706",,"https://www.facebook.com/Localiza/posts/pfbid02W7FFo8wtSHUsMeNxR3umgePMNVZ7PNza3yf72CMxTbSW9MyHy3xP4NQz9EQ4BcBrl"
,"537","https://pt-br.facebook.com/Localiza/",,,,"true","5100",,"543362459038077","4207860949254858","885","Hoje a gente queria estar curtindo aquela piscina natural no Fervedouro Bela Vista e tirando depois uma foto linda do pôr do sol na Pedra Furada, lá em Jalapão! 😍 😍 Quer saber um pouco mais sobre Jalapão pra já ir planejando aquela viagem maravilhosa? Vem assistir ao #GuiaFuturístico, com dicas do guia Glerivan diretamente de Tocantins. E se você quiser conhecer mais sobre esse lugar incrível, é só acessar >> https://bit.ly/JalapaoLH.#Jalapão #PróximasHistórias *Imagens de arquivo.","https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/104472545_343477333306770_545716715753311920_n.jpg?stp=dst-jpg_p403x403&_nc_cat=111&ccb=1-7&_nc_sid=08861d&_nc_ohc=sdWhGev17yEAX_ViHJk&_nc_oc=AQnzDcxM3lVP6JR5yyxUdR4wxj7JUkjN0L08QEJVWddaTN0FVAocOfSIhRWDlqTaCxpZjmIeGAR1aCj54lfD0Zky&_nc_ht=scontent-lga3-2.xx&oh=00_AfBmx_HLplrhrc1gCUL2OAZkLf6WvJBSFGSBbJTjVz_jDQ&oe=63BB1793","Wednesday, June 24, 2020 at 3:38 PM","1593038307000","https://www.facebook.com/543362459038077/posts/4207860949254858",,"https://www.facebook.com/Localiza/posts/pfbid02skj5xF26ow6vbQChKBqh5SYoggi1Dxd85Xnn3hPagJCnJQ59roprgrZ53AdPoTPyl"
,"21","https://pt-br.facebook.com/Localiza/",,,,"true","205",,"543362459038077","4184743611566592","19","O inverno bateu na porta e já agitamos algumas ideias para curtir o melhor da estação. Então, vamos compartilhar dicas? Conta aqui nos comentários qual a boa para aquecer os dias frios #EmCasa. Nós também adoramos as coisas simples da vida. 💚","https://scontent-lga3-2.xx.fbcdn.net/v/t15.5256-10/77316841_678157473029314_8607681297225655853_n.jpg?stp=dst-jpg_p526x296&_nc_cat=100&ccb=1-7&_nc_sid=08861d&_nc_ohc=4plS7-7PdTYAX8WtPHc&_nc_ht=scontent-lga3-2.xx&oh=00_AfBxr6FX3Rfxc-rtMTdk82MNJ02Z679SsSuOB7TphipHzA&oe=63BA7C0C","Saturday, June 20, 2020 at 7:00 AM","1592661600000","https://www.facebook.com/543362459038077/posts/4184743611566592",,"https://www.facebook.com/Localiza/posts/pfbid0QX199sgHNw4g1s3cC7L7FmJdGfZfQVxsR8kCexnFoZNdBz4UQLUneviaoULa8Qsvl"
,"16","https://pt-br.facebook.com/Localiza/",,,,,"227","https://www.facebook.com/Localiza/photos/a.615325211841801/4178069742233979/?type=3","543362459038077","4178071565567130","7","Que delícia foi sentir o Nordeste bem de pertinho, pela #Gastrotrip. A Bruna Chaves - MasterChef caprichou na cocada de forno e fez a gente se transportar para uma típica Festa Junina. Já conferiu a receita completa no IGTV da @localizahertz? Solta a imaginação e aproveita! Queremos ver a foto da sua receita pronta, hein? Só não esquece de compartilhar e nos marcar. #PróximasHistórias","https://scontent-lga3-2.xx.fbcdn.net/v/t1.6435-9/104383046_4178069745567312_5706086096886074491_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=8024bb&_nc_ohc=QsK9M_z-SdYAX9G1ZSV&_nc_ht=scontent-lga3-2.xx&oh=00_AfDhLPP03iLZvLLISQPxSIfDjXCJRLJe9Ci0S9vsFtUCfw&oe=63DD3234","Friday, June 19, 2020 at 4:00 PM","1592607600000","https://www.facebook.com/543362459038077/posts/4178071565567130",,"https://www.facebook.com/Localiza/posts/pfbid0jPWLBmzVfCREM3pnPGGxGmen943AZyU3ipMokYp3iEF8Ej8pyL6S2ySuHSySLtsLl"
,"41","https://pt-br.facebook.com/Localiza/",,,,"true","2200",,"543362459038077","4175183045855982","333","Nesta semana, nossa convidada especial da #Gastrotrip é Bruna Chaves - MasterChef, vice-campeã do MasterChef 2016. Vamos embarcar juntos para o Nordeste e aprender a fazer a tradicional cocada de forno, com muita explosão de sabor. Sentiu o aroma de Festa Junina? Então acompanhe a receita no próximo dia 19, em nosso IGTV. #PróximasHistórias","https://scontent.fcai20-5.fna.fbcdn.net/v/t15.13418-10/104379656_2386082151690614_4129884699979551273_n.jpg?stp=dst-jpg_p403x403&_nc_cat=103&ccb=1-7&_nc_sid=08861d&_nc_ohc=NUYfMAWAf30AX-F2xEx&_nc_ht=scontent.fcai20-5.fna&oh=00_AfDVZFw0hmmpkYsRq2pvSF48yhVd6F4qf4mrNCEmyoNYJA&oe=63BA871E","Thursday, 18 June 2020 at 14:00","1592514001000","https://www.facebook.com/543362459038077/posts/4175183045855982",,"https://www.facebook.com/Localiza/posts/pfbid0235D2vU6tk64bCim7VBU8ajW6KQz5TTDxshbNMcb9A3kU3P1zAAv7NeDRYAVKZ6fal"
,"875","https://pt-br.facebook.com/Localiza/","https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png",,,"true","8100",,"543362459038077","4175120232528930","1600","Chegou o dia de ir até Minas Gerais com o guia Shannon para conhecer o paraíso de Capitólio. <3 Quem aqui já está sonhando com o Mar de Minas enquanto aprecia a paisagem deslumbrante dos canyons durante aquele passeio perfeito de lancha? Saiba mais sobre as maravilhas de Capitólio em https://bit.ly/LH-Capitolio #GuiaFuturístico #Capitólio #PróximasHistórias *Imagens de arquivo.","https://scontent.fcai20-5.fna.fbcdn.net/v/t15.13418-10/104261793_266904214404104_5401685031823050219_n.jpg?stp=dst-jpg_p403x403&_nc_cat=104&ccb=1-7&_nc_sid=08861d&_nc_ohc=qtn92tWw70IAX8YVmvK&_nc_ht=scontent.fcai20-5.fna&oh=00_AfD2DkS7USU1bA53Gxf3ZA_xhs6vehQKsAug5fOt2sOrpg&oe=63BA1A5B","Wednesday, 17 June 2020 at 13:59","1592427586000","https://www.facebook.com/543362459038077/posts/4175120232528930",,"https://www.facebook.com/Localiza/posts/pfbid05DbjQXeMbF1HBmC1fQsiBpWALDdW2Mc4WswdQHzeVNc3sTxuXANTdhcikya84prjl"
,"25","https://pt-br.facebook.com/Localiza/",,,,"true","547",,"543362459038077","4144649068909380","34","Chegou o dia de abrir caminho para o amor passar. Amar em todas as cores é o nosso caminho, seja comemorando com o mozão com quem divide a vida, seja vivendo um amor com você mesmo(a), ou até abrindo uma chamada online pra dar aquele beijo virtual. ❤️ Não se esqueça: por onde estiver, se deixe levar pelo amor. ❤️ #FelizDiaDosNamorados  #LocalizaHertzS2","https://scontent.fcai20-5.fna.fbcdn.net/v/t15.5256-10/103324986_256230128939121_8065960386713000067_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=08861d&_nc_ohc=PF3b7mzpdLMAX9Xmhld&_nc_ht=scontent.fcai20-5.fna&oh=00_AfAZ1tlVKyPwsFPVSGA9jssQzaKDxmO_lTyrp-JzMSH5xA&oe=63B9D45D","Friday, 12 June 2020 at 09:15","1591978500000","https://www.facebook.com/543362459038077/posts/4144649068909380",,"https://www.facebook.com/Localiza/posts/pfbid02i6G3Q9iiRHWRiwiTweAjWQuwDcbR1EWVX2oAHLxk9kL1Su62jG34W71gpntB4ahNl"
,"8","https://pt-br.facebook.com/Localiza/",,,,"true","70",,"543362459038077","4144870278887259","1","Nesse Dia dos Namorados, queremos que você se deixe levar pelo amor. ❤️❤️ Mesmo que seja a distância e esteja morrendo de saudade, faça como o Arthur e a Izabella: aproveite esse sentimento ao máximo. Em breve todos estarão juntinhos novamente! ❤️ #FelizDiaDosNamorados #LocalizaHertzS2","https://scontent-hbe1-1.xx.fbcdn.net/v/t15.5256-10/103526718_601797007187014_1851377216266113078_n.jpg?stp=dst-jpg_p403x403&_nc_cat=108&ccb=1-7&_nc_sid=08861d&_nc_ohc=r6mXa0ZwMTYAX9PwLn5&_nc_ht=scontent-hbe1-1.xx&oh=00_AfAeZTgWUBnwq7hj56vkNk9sXo-xpmcfhzSzkYeRv3zSNQ&oe=63BA17F4","Thursday, 11 June 2020 at 15:00","1591912800000","https://www.facebook.com/543362459038077/posts/4144870278887259",,"https://www.facebook.com/Localiza/posts/pfbid02Vf35MjT5U2rGKU5mZmWeoVt4u9dWako55dpozP57E5SNoTDqGRZMqq5zgYkCCr1Gl"
